"Undersøkelse";"Respondent-ID";"Organisasjon";"Grunnleggende status - E-post sendt";"Grunnleggende status - Skjema skrevet ut";"Grunnleggende status - Bakgrunnsdata er eksportert til brevfletting";"Grunnleggende status - Distribuert via kobling";"Grunnleggende status - Svar importert";"Grunnleggende status - Noen spørsmål besvart";"Grunnleggende status - Siste side vist til respondent";"Grunnleggende status - Opprettet manuelt av administrator";"Grunnleggende status - Opprettet ved import";"Grunnleggende status - Opprettet av inntaster";"Grunnleggende status - Opprettet av respondenten selv";"Grunnleggende status - Opprettet via webtjeneste";"Grunnleggende status - Svar tastet inn av respondent";"Grunnleggende status - Svar tastet inn i administrasjonsgrensesnittet";"Grunnleggende status - Svar innsamlet via intervju";"Grunnleggende status - Svar innsamlet via webtjeneste";"Grunnleggende status - Respondent lukket av intervjuer";"Grunnleggende status - Siste side vist til intervjuer";"Grunnleggende status - Gitt avkall på via returmelding";"Grunnleggende status - Opprettet av import fra prøvegruppe";"Opprettet";"Endret";"Avslutningstidspunkt";"Svartidspunkt";"Svarvarighet (sekunder)";"Svarsesjoner";"Antall returmeldinger";"Importer gruppe";"Tidsplan for datainnsamling";"E-post";"Siste distribusjonsstatus";"Siste distribusjonsfeilmelding";"1. Hvor gammel er du?";"2. Ved hvilket fakultetet studerer du?";"3. Studerer du et IT-fag?";"4. Hva har du lært fra minispillet? (du kan skrive norsk eller engelsk)";"5. Målene med mini-spillene var klare";"6. Jeg var konsentret mens jeg spilte minispillet";"7. Tilbakemeldingene som ble gitt under minispillet var nyttige";"8. Ved å spille dette minispillet, har min kunnskap om de forskjellige synlige og usynlige datatypene bedret seg (økt)";"9. Jeg føler at jeg kan bruke min kunnskap om ulike synlige og usynlige datatyper i nye situasjoner";"10. Jeg vil vite mer om ulike synlige og usynlige datatyper";"11. Det var enkelt å navigere seg gjennom minispillet";"12. Minispillet var tilstrekkelig utfordrende og passet med ferdighets- og kunnskapsnivået mitt";"12a. Hvis ikke tilstrekkelig utfordrende, spillet var";"13. Tiden for å fullføre spørsmålene  var passende";"13a. Hvis tiden var ikke passende, tiden til å svare var";"14. Hvilken av de tre datakategoriene syntes du var vanskeligst å forstå? ";"15. På hvilken måte kan vi forbedre minispillet? (kan skive på norsk eller engelsk)";"Gjennomføringsstatus - Lukket";"Gjennomføringsstatus - Gjennomført";"Gjennomføringsstatus - Avvist via svar-e-post";"Opprettelsesstatus - Opprettet manuelt av administrator";"Opprettelsesstatus - Opprettet ved import av administrator";"Opprettelsesstatus - Opprettet av inntaster";"Opprettelsesstatus - Opprettet av respondent via kobling";"Opprettelsesstatus - Opprettet via webtjeneste";"Opprettelsesstatus - Opprettelsestype ukjent";"Opprettelsesstatus - Importert fra prøvegruppe";"Distribusjonsstatus - Brevfletting";"Distribusjonsstatus - Ingen";"Distribusjonsstatus - E-post";"Distribusjonsstatus - Papir";"Distribusjonsstatus - Selvoppretting med kobling";"Svaropprinnelsesstatus - Svar tastet inn av respondent";"Svaropprinnelsesstatus - Svar tastet inn i administrasjonsgrensesnittet";"Svaropprinnelsesstatus - Svar innsamlet via intervju";"Svaropprinnelsesstatus - Svar importert";"Svaropprinnelsesstatus - Svar innsamlet via webtjeneste";"Svaropprinnelsesstatus - Svaropprinnelse ukjent";"Innsamlingsstatus - Ingen";"Innsamlingsstatus - Noen svar";"Innsamlingsstatus - Gjennomført";"Innsamlingsstatus - Frafalt";"Samlet status - Ny";"Samlet status - Distribuert";"Samlet status - Noen svar";"Samlet status - Gjennomført";"Samlet status - Frafalt"
"DATA ISFJELL";922893524;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 15:01:37;2022-08-31 15:03:31;2022-08-31 15:03:31;2022-08-31 15:03:13;17,704;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";"Fin måte å lære forskjellene på rådata, analytiske data og funksjonelle data.";"4 (enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";;"5 (helt enig)";;"funksjonelle data";"Jeg synes det funket bra:)";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923163344;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 11:28:49;2022-09-01 11:32:32;2022-09-01 11:32:32;2022-09-01 11:31:54;37,7;1;0;;;"";"-";"";"18-29";"Det humanistiske fakultet";"Nei";"Lært mer om hva slags type data som blir produsert i ulike interaksjoner med digitale verktøy";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";;"2 (uenig)";"for lang";"rådata";"Kanskje bruke mer illustrasjoner for å få frem budskapet?";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";925340400;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-13 09:10:10;2022-09-13 09:14:23;2022-09-13 09:14:23;2022-09-13 09:12:53;90,436;1;0;;;"";"-";"";"30-64";"Det humanistiske fakultet";"Nei";"Jeg fikk øvd på forskjellen mellom rådata, funksjonelle data, og den siste typen data jeg ikke husker navnet på i farta :)    Etter å ha lest spørsmål 14, ser jeg at den siste typen data var analytiske.";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";;"4 (enig)";;"analytiske data";"På spørsmål 14 svarte jeg ""analytiske data"", men det var kun i mangel av et alternativ som sier ""hverken den ene eller den andre"". Så dere bør helst se bort ifra svaret på det spørsmålet.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922910680;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 15:41:48;2022-08-31 15:43:53;2022-08-31 15:43:53;2022-08-31 15:43:38;14,94;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";"Forskjellen på visible og invisible data";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"2 (uenig)";"2 (uenig)";"5 (helt enig)";"5 (helt enig)";;"5 (helt enig)";;"funksjonelle data";"Kunne vært tydeligere skrifttype";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923273939;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 18:30:25;2022-09-01 18:32:24;2022-09-01 18:32:24;2022-09-01 18:32:24;0,004;1;0;;;"";"-";"";"30-64";"Det matematisk-naturvitenskapelige fakultet";"Nei";"Lærte litt mer om ulike typer data :-)";"5 (helt enig)";"4 (enig)";"4 (enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"2 (uenig)";"for lett";"4 (enig)";;"analytiske data";"Litt flere oppgaver";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923249627;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 15:45:03;2022-09-01 15:51:09;2022-09-01 15:51:09;2022-09-01 15:51:09;0;1;0;;;"";"-";"";"18-29";"Det humanistiske fakultet";"Nei";"Forskjellen på ulike typer data, synlig, og usynlig, funksjonell, analytisk og visuell";"5 (helt enig)";"2 (uenig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";;"2 (uenig)";"for kort";"rådata";"Jeg syns ikke selv 30 sekunder var for kort da jeg leser relativt raskt både på norsk og engelsk og var nok bare litt ukonsentrert. Men for folk med lese- og skrivevansker eller som er svakere i språk (enten det er norsk som andrespråk eller engelsk), tror jeg fort 30 sek kan være litt kort. En funksjon hvor man kan stille inn tiden selv ville vært bra for å inkludere flere når formålet er å lære og øke funksjonaliteten.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922960351;"Barbara Wasson Lillehaug";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2022-08-31 21:57:28;2022-08-31 21:57:35;;;;0;0;;;"";"-";"";;;;"";;;;;;;;;;;;;"";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0
"DATA ISFJELL";923758290;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 01:29:31;2022-09-05 01:36:47;2022-09-05 01:36:47;2022-09-05 01:32:07;280,127;1;0;;;"";"-";"";"30-64";"Det samfunnsvitenskapelige fakultet";"Ja";"Litt mer om datatyper";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"4 (enig)";"3 (verken uenig / enig)";;"3 (verken uenig / enig)";;"funksjonelle data";"Kan tenke meg f.eks ""Next""-knappen som flytter på seg er vanskelig å se. Kunne kanskje valgt annen løsning.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923984880;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 19:14:27;2022-09-05 19:17:20;2022-09-05 19:17:20;2022-09-05 19:16:34;45,66;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";".";"5 (helt enig)";"4 (enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"4 (enig)";;"3 (verken uenig / enig)";;"rådata";".";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922756072;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-30 23:15:27;2022-08-30 23:18:24;2022-08-30 23:18:24;2022-08-30 23:18:24;0;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Lært mer om de likene typene data og hvordan dataene blir lagret og hva som kan bli analysert";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"4 (enig)";"4 (enig)";;"3 (verken uenig / enig)";"for lang";"analytiske data";"Se mer på UX, ikke helt klart å se hvor man er i spillet og hvor man skal bevege seg videre.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923980539;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 18:12:55;2022-09-05 18:15:43;2022-09-05 18:15:43;2022-09-05 18:15:43;0;1;0;;;"";"-";"";"18-29";"Det psykologiske fakultet";"Ja";"Har lært om ulike former for data (synlige og usynlige, analytiske- og rådata, samt funksjonelle data). Gjennom spillet ble jeg introdusert for en annen måte å oppfatte og tenke om begrepene på. Fungerte godt! :)";"4 (enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";;"4 (enig)";;"analytiske data";"Hadde vært fint med passende bakgrunnsmusikk!";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923745022;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-04 21:37:04;2022-09-04 21:38:56;2022-09-04 21:38:56;2022-09-04 21:38:21;34,647;1;0;;;"";"-";"";"18-29";"Det matematisk-naturvitenskapelige fakultet";"Ja";"Det er mange ulike typer data, noen synlige og andre ikke. Funksjonelle data er helt i bunnen av isfjellet";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";;"5 (helt enig)";;"rådata";"Bedre forklaringer når en har svart feil";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922928374;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 16:12:13;2022-08-31 16:26:09;2022-08-31 16:26:09;2022-08-31 16:25:05;64,28;1;0;;;"";"-";"";"18-29";"Det matematisk-naturvitenskapelige fakultet";"Nei";"I have learned about various types of data and how they are proccessed. I have also learned how the gathering of such data influences my life.";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";;"5 (helt enig)";;"analytiske data";"I thought the game was perfect as is. If i had to change something id give slightly more information about the different types of data at the start.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923998439;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 20:10:22;2022-09-05 20:25:27;2022-09-05 20:25:27;2022-09-05 20:25:27;0;1;0;;;"";"-";"";"18-29";"Det humanistiske fakultet";"Nei";"Spillet hjelper å forstå seg bedre på hva som skiller ""rådata"", ""visuel data"", ""usynlig rådata"", ""usynlig visuel data"" og ""funksjonell data"" fra hverandre. For en som er ny når det kommer til de ulike begrepene er denne quizen fin for å pugge dem.    *** Merker at denne spørreundersøkelsen mangler å undersøke om hvilket kunnskapsnivå man var på før gjennomspilling (som kan gi feil data?)?";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"2 (uenig)";"4 (enig)";"5 (helt enig)";"3 (verken uenig / enig)";"for lett";"1 (helt uenig)";"for kort";"analytiske data";"Spillet fungerer i grunnen som en quiz. Dette er ikke negativt, men når den må lene seg på lage tekstforklaringer istedenfor mer interaktive funksjoner så kan man heller bare droppe spill funksjonen og ha en fakta tekst.   Liker at det gjøres forsøk på å gi læring gjennom spill. Men jeg opplevde ikke at måten det ble lagt opp passet formatet. Poenget med å sette 30sekunders tidsbegrensning virket poengløst og mot målets hensikt om det var å få spilleren til å tenke rundt funksjonen.   Selve spillet føltes som et forsøk på å etterligne den voksende bruken av programmer som feks. Kahoot og lignende.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922753782;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-30 21:44:19;2022-08-30 21:46:51;2022-08-30 21:46:51;2022-08-30 21:46:51;0;1;0;;;"";"-";"";"18-29";"Det matematisk-naturvitenskapelige fakultet";"Nei";"At det finnes mange typer ulike data og det ikke alltid er like lett å skille de ulike typene.";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";;"5 (helt enig)";;"rådata";"Synes det var bra slik som det var, kunne gjerne vært enda flere oppgaver.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923284478;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 20:42:17;2022-09-01 20:46:10;2022-09-01 20:46:10;2022-09-01 20:44:07;123,19;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Synlig versus usynlig data  Funksjonelle data";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"4 (enig)";"for vanselig";"4 (enig)";"for kort";"analytiske data";"Kortere og mer presise tilbakemelding dersom det er mulig.   Ser heller ikke helt poenget med tidsbegrensning når en svarer.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923433725;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-02 12:42:38;2022-09-02 12:46:19;2022-09-02 12:46:19;2022-09-02 12:46:19;0,003;1;0;;;"";"-";"";"18-29";"Det psykologiske fakultet";"Ja";"Tydeligere definisjoner av datatypene. Relatere til praktiske eksempler. Bevissthet av hvor mye data som til enhver tid produseres og brukes";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";;"4 (enig)";;"analytiske data";"Mulighet til å ""prøve igjen"" med nye/flere spørsmål";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";924100844;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-06 10:58:33;2022-09-06 10:59:47;2022-09-06 10:59:47;2022-09-06 10:59:47;0,007;1;0;;;"";"-";"";"18-29";"Det juridiske fakultet";"Nei";"ulike former for data";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"for lett";"3 (verken uenig / enig)";"for kort";"funksjonelle data";"jeg synes det var bra men mulig mer interaktivt";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923519217;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-02 22:48:47;2022-09-02 22:51:37;2022-09-02 22:51:37;2022-09-02 22:51:37;0;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"jeg synes det var fint at det kom forklaringer til alle spørsmålene slik at jeg med en gang fikk tilbakemelding på hvorfor noe var rett/galt. Selv om datareisen snakket om de ulike datatypene ble det tydligere ved å se flere eksempler i spillet";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";;"4 (enig)";;"rådata";"Jeg måtte laste inn siden på nytt og da måtte jeg gjøre de tre eksemplene igjen. Det var litt irriterende.    Jeg synes at fonten som brukes er fin, men den er slitsom å lese i lengden . Kanksje bruke den til overskriftr, mne bruke en annen i de lengre tekstboksene?";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923722996;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-04 15:05:32;2022-09-04 15:08:50;2022-09-04 15:08:50;2022-09-04 15:07:19;90,623;1;0;;;"";"-";"";"18-29";"Det matematisk-naturvitenskapelige fakultet";"Ja";"Fagbegreper på ulike datatyper vi kommer over i hverdagen";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"2 (uenig)";"for vanselig";"4 (enig)";;"rådata";"Vi litt kunnskap om de ulike datakategoriene før man begynner spillet, slik at man har litt bedre utgangspunkt";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923973359;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 16:44:06;2022-09-05 16:46:32;2022-09-05 16:46:32;2022-09-05 16:46:12;20,31;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";"Hva forskjellen på hva forskjellige data er";"2 (uenig)";"3 (verken uenig / enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";;"3 (verken uenig / enig)";;"funksjonelle data";"Flere spørsmål";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922751231;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-30 20:35:51;2022-08-30 20:38:59;2022-08-30 20:38:59;2022-08-30 20:38:59;0;1;0;;;"";"-";"";"30-64";"Det samfunnsvitenskapelige fakultet";"Ja";"Det kan være vanskelig å kategorisere.  Det bør være færrest mulig forstyrrende element på spillsiden.";"4 (enig)";"3 (verken uenig / enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"3 (verken uenig / enig)";"for lett";"4 (enig)";;"analytiske data";"Mer/flere visuelle illustrasjoner.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
